,job_title,cluster
1019,Secretária,1
1020,Database Administrator,1
1028,Especialista Em TI,1
1029,Research Trainee,1
1032,Staff Attorney,1
1036,TI,1
1051,Scrum Master,1
1052,Data Scientist,1
1068,Data Researcher,1
1071,SDET2,1
1072,Assistente De Secretaria,1
1076,Storage Administrator,1
1087,GSOC Operative,1
1090,Associate Account Representative,1
1092,Security,1
1097,Account Representative,1
1098,Lawyer,1
1120,Legal Executive Assistant,1
1122,Client Representative,1
1131,Analytics,1
1134,IT Systems Administrator,1
1135,Web Services Administrator,1
1137,Freelance Stringer,1
1150,Stagiaire,1
1155,Compensation and Benefits,1
1157,Global Creative Services,1
1162,Teleoperador,1
1165,Pasante Finanzas,1
1166,Network En,1
1174,Assistant Controller Finance,1
1188,Telemarketing,1
1196,News Assistant,1
1197,Job Avalable In Hotel Maya Usa,1
1204,CMI,1
1206,Proposition,1
1207,User Services Representative,1
1216,Empleado Administrativo,1
1217,Team Coordinator,1
1222,Systems Administrator,1
1230,Compliance Attorney,1
1232,Client Service Executive,1
1237,Tecnologia,1
1243,Coordinador Especialista,1
1244,Coordinador Regional De Capacitación,1
1251,Conference Administrator,1
1282,Office Assistant,1
1287,Atendente Comercial,1
1289,Legal Editorial,1
1295,State Real Estate Editor,1
1304,Content Strategist,1
1305,Rotational Graduate,1
1308,Systems Administrative,1
1312,Summer Research Assistant,1
1315,Process Lead,1
1317,Temp Worker,1
1319,Warehouse Associate,1
1324,Medical Coding,1
1328,Applied Research Scientist,1
1336,Delivery Lead,1
1338,Digital News Editor,1
1342,Video Editor/Producer,1
1352,Social Media,1
1353,User Research Operations,1
1354,Thomson Reuters,1
1356,Freelance Reporter,1
1360,Order Fulfillment Associate,1
1361,Team leaxer,1
1362,Professional Services Associate,1
1364,Compliance Attorney Editor,1
1365,Controller,1
1367,Accounts Receivable Clerk,1
1373,Content Creator,1
1390,Tax Testing Assistant,1
1391,Prefer Not to Answer,1
1399,Financial Regulation Correspondent,1
1401,Teachnical Lead,1
1403,Account Execitive,1
1405,Corporate Trainer,1
1406,Clerk,1
1407,Phlebotomist,1
1411,Database Administration,1
1412,Web Writer,1
1415,Legal Counsel,1
1422,Polling Correspondent,1
1428,Acct Executive,1
1432,People Function,1
1433,Legal Research Associate,1
1434,Account Development Representative,1
1440,Administrator,1
1446,Editorial Support,1
1451,I T,1
1452,Content and Copy Writer,1
1458,Demand Generation,1
1463,Finance Operations Associate,1
1464,Support Worker,1
1470,Assistant Producer,1
1473,Picture Researcher,1
1477,Evaluator,1
1480,Great Company,1
1482,Employee,1
1490,SSE-1,1
1494,Associate Lead,1
1497,Accounting,1
1501,Content Acquisitions,1
1503,Communications Coordinator,1
1510,Support Agent,1
1514,Security Officer,1
1516,Independent Contractor,1
1519,LEAD AUTOMATION ENGINEER,1
1525,Contract Attorney,1
1531,Client Service Representative,1
1537,Junior Content Editor,1
1538,Friendly Work Atmosphere,1
1547,Database Administrator (Database Administrator),1
1555,Photographer,1
1556,Law Clerk,1
1559,Module Lead,1
1564,Video Reporter,1
1567,Managing Producer,1
1580,Hybrid Account Executive,1
1589,Practical Law,1
1591,Corporate Account Executive,1
1594,Agile Coach,1
1600,Program Lead,1
1601,Government Account Executive,1
1602,International Correspondent,1
1609,BDR Representative,1
1610,Lead User Experience,1
1618,Editorial,1
1623,Legal Assistant,1
1625,Corporate,1
1627,Ops Lead,1
1628,National Editor,1
1633,Broadcast Journalist,1
1642,Career Coach,1
1645,Graduate Student,1
1648,Functional Leader,1
1649,Global Alliance Lead,1
1651,Legal Representative,1
1652,Financial Controller,1
1653,Associate Windows Systems Administrator,1
1654,IT Contractor,1
1657,Digital Content Strategist (Contractor),1
1658,Reviewer,1
1662,Lead Editor,1
1666,Co-ordinatior,1
1670,BDR,1
1671,Account Coordinator,1
1672,CDC,1
1675,Commissioning Editor,1
1678,Response Coordinator,1
1679,Junior Reporter,1
1681,Executive Producer,1
1700,Agile Coach & Scrum Master,1
1702,Principal Attorney Editor,1
1709,Recruiter,1
1712,Compliance Paralegal,1
1714,Strategic Account Executive,1
1721,Online Support,1
1727,Not Disclosing,1
1730,Deputy Editor,1
1733,Video Streaming Coordinator,1
1736,Administrador De Proyectos,1
1738,CEO,1
1743,Corporate Offices,1
1748,Commercial Real Estate Broker,1
1749,Assistente Administrativo,1
1750,Computer Services,1
1758,Communications,1
1759,Dev,1
1762,Sous Chef,1
1765,Onesource Support,1
1767,Field Account Executive,1
1768,Account Executive SLF,1
1770,Web Content Editor,1
1772,Coordenadora,1
1775,Chef De Projet,1
1778,Responsable de production,1
1784,Legal Writer,1
1786,Individual Contributor,1
1793,Compliance Attorney I,1
1797,Web Design Strategist,1
1799,Legal and Compliance,1
1803,Digitisation Expert,1
1804,Information Solutions Associate,1
1805,Account Executive - Large Corporate Accounts,1
1808,Telephone Order Salesperson,1
1813,Menor Aprendiz,1
1818,Performance Coach,1
1819,Finance Ops Associate,1
1822,Pasante comercial,1
1826,Responsable de Alianzas e Integraciones,1
1831,CA - Finance,1
1835,Coordenador De Suporte,1
1842,Comercial Hunter,1
1843,PMO,1
1846,Strategist,1
1849,Procurement Associate,1
1853,Assistente De Conteúdo,1
1858,Korrespondent,1
1860,Content Ops,1
1866,Reuters,1
1868,Pasantía,1
1872,EHC Claims Examiner,1
1873,Accounts Receivable,1
1874,Scientific Writer,1
1880,Prospector,1
1882,Asistente Administrativo,1
1886,Executive Editor,1
1890,DCIS engineer,1
1894,Operador De Mesa De Ayuda,1
1909,Jornalista,1
1913,Oficial Administrativo,1
1920,Representante Comercial,1
1926,Pasantía Legales,1
1927,Referente De Educacíon,1
1930,Asset and Configuration,1
1932,Coordenador,1
1934,Representate de mesa de ayuda funcional,1
1941,Anlista De Sistemas,1
1942,Anslita de Qualidade Jr,1
1947,Transcriber,1
1948,Corresponsal De Prensa,1
1949,tecnico de suporte fiscal contabil,1
1952,assistente admnistrativo,1
1954,Video Journalist,1
1958,Advogado,1
1960,Administrativo,1
1964,Estagiário DevOps,1
1969,Data Center Supervisor,1
1974,Editorial Administrator,1
1979,Digital Chat Associate,1
1988,Atención Al Publico,1
1989,Telesales Executive,1
1990,Network Administrator,1
1993,OMS,1
1994,Key Account Executive (KAE),1
1997,Demand Generation Coordinator,1
2000,Client Trainer I,1
2007,Assistant News Producer,1
2008,Selector,1
2009,Online Producer,1
2010,Associate - Order Processing,1
2012,Sia Door Supervisor,1
2013,Facility Assistant,1
2019,Social Media Producer,1
2022,Finance Junior Accountant,1
2024,Master Data Supervisor,1
2026,Data Analysis,1
2028,Junior Researcher,1
2035,Estagiário Superior,1
2048,Customre Service,1
2054,"Video Editor, Videographer",1
2056,Operations Team Leader,1
2057,Especialista De Produtos,1
2062,Credit Risk Coordinator,1
2064,Managerial,1
2066,Attorney Editor II,1
2068,Tax Agent,1
2069,Applied Scientist,1
2073,AccountExecutive,1
2075,Assistente De Departamento Pessoal (DP),1
2082,"Associate Editor, Global Pictures Desk",1
2086,Legislative Correspondent,1
2088,Account Executive - Field,1
2094,Representante de ventas,1
2096,Analisa De Sistemas Pleno,1
2102,Transcriptionist,1
2107,Collections Supervisor,1
2116,Finance Lead,1
2121,User Experience Research Lead,1
2122,Líder Funcional,1
2124,Auxiliar Administrativo,1
2127,Legal Editor At Practical Law,1
2128,User Experience Lead,1
2129,CONTADOR,1
2137,TCTS Supports for Both TTSL and TCL Network,1
2138,Assistant Counsel,1
2139,Campus Representative,1
2140,Legal Researcher,1
2144,Support Associate,1
2150,BDM,1
2154,Coordenador De Atendimento Ao Cliente,1
2162,Ejecutivo De Cuentas,1
2164,Supervisor De Aténcion Al Cliente,1
2171,Order Processing Associate,1
2172,Coordenador De Eventos,1
2176,Especialista De Pré-vendas,1
2181,tecnico de suporte,1
2182,Suporte t cnico,1
2185,Freelance Videographer,1
2186,Chefe De Seção,1
2191,ONESOURCE Tax Support Representative,1
2198,Técnica suporte,1
2204,Assistente Atendimento,1
2206,Outside Contractor,1
2216,Professional Services,1
2219,WFH Associate,1
2224,Coordinadora,1
2225,Creador De Contenidos,1
2229,Finance Operations,1
2232,Coordenador Comercial,1
2237,IT App Support,1
2241,Trainee,1
2243,Financial Correspondent,1
2245,Junior Accountant,1
2247,Estagi&aacute;rio,1
2253,Desenvolvedor J&uacute;nior,1
2254,Bank Teller,1
2256,Estagi&aacute;rio De Suporte Ao Cliente,1
2258,Desenvolvedor S&ecirc;nior,1
2259,Training Coordinator,1
2262,Asia Pacific,1
2271,Técnica de suporte 3A,1
2272,Desenvolvedor de software s&ecirc;nior,1
2279,Especialista Financeiro,1
2281,Especialista De Clientes Corporativos,1
2282,Store Seller,1
2285,Dispute Coordinator,1
2291,BCM,1
2292,Soft Skills and Communication Trainer,1
2297,Jefe De Comisiones,1
2301,Estagi&aacute;rio Direito,1
2304,Content Acquisition,1
2305,Pasante Administrativo,1
2308,Praktikant/in,1
2309,Coordenador De Suporte A Sistemas,1
2316,Atendimento,1
2320,TV News Editorial Support,1
2337,Accounts Payable,1
2338,Especialista De Conte&uacute;do Digital,1
2339,Becaria,1
2341,Digital Coordinator,1
2350,Atendente suporte t&eacute;cnico,1
2352,Especialista De Produto,1
2353,Programme,1
2355,Photography,1
2356,Estagiá rio Superior,1
2357,Audit,1
2361,Lead Database Administrator,1
2368,TV,1
2369,Chief People and Culture Officer,1
2371,Jovem Aprendiz Administrativo,1
2373,Community Support Services,1
2375,Supervisor De Servicio Al Cliente,1
2379,Coordenadora de Suporte ao Cliente,1
2381,Editor De Texto,1
2383,Representante de Atenci&oacute;n al Cliente,1
2390,Photo Editor,1
2392,Desarrollador SSr,1
2397,Comercial,1
2398,Funcion rio,1
2402,Responsable de formaci n,1
2403,Técnica de Suporte,1
2408,Corporate Function,1
2410,T Cnico De Implanta O De Sistemas,1
2411,Ejecutiva De Cuentas,1
2413,Prospecting Account Executive,1
2414,Atenc on Al Cliente,1
2421,Líder De Proyectos,1
2426,Especialista De Nóminas,1
2427,Especialista De Suporte,1
2430,Asistente Funcional,1
2431,Secretario Administrativo,1
2433,Capacitador,1
2441,Estagiário De Engenharia,1
2443,Periodista,1
2445,Tester,1
2446,Asistente De Proyecto,1
2451,Commercial,1
2453,Assistente Jurídico,1
2457,SDE1,1
2462,Direct Support Professional,1
2464,Editor De Fotografía,1
2465,Account Executive - Corporate Investigative,1
2472,Suporte,1
2474,IT Help Desk,1
2480,FindLaw,1
2481,Linux Systems Administrator,1
2494,Conversion Associate,1
2495,Financial Attorney Editor,1
2496,Different Job Titles Over II Years,1
2497,NOC,1
2500,Reporter/Editor,1
2510,Staff Accountant II,1
2515,Storage Lead,1
2525,"Contractor, Legal Content Producer",1
2526,Enterprise Account Coordinator,1
2529,SME,1
2530,Executive AdministrTive Assistant,1
2541,Holuday Advisor,1
2549,Global Service Desk,1
2551,T&A Professional,1
2552,Data AnalystFixed Income,1
2554,Uxe,1
2556,Lead Network Administrator,1
2557,Financial and Risk Operations,1
2558,Desktop Artist/Data Support Coordinator,1
2560,Co-operate Receptionist,1
2568,Onesource Support Representative,1
2569,Press Opetator,1
2570,Operations Controller,1
2571,Document Review,1
2574,Salesforce Testing Lead,1
2575,Presales,1
2580,Westlaw Court Express Legal Researcher,1
2582,Lead S/W Eng,1
2598,Clerical,1
2611,Assistente De Comunicação,1
2616,"Editor, Corp FIN Department",1
2620,Area Controller,1
2621,Associate/Advisor,1
2626,Quantitative Researcher,1
2640,Administrador,1
2643,Tax Accountant,1
2645,Chargé D'études,1
2655,Editorialista,1
2657,Sale Representative,1
2658,Global News Producer,1
2660,Central Controllership,1
2662,Assistante éditoriale,1
2666,Platform Support,1
2669,Select,1
2671,Team Lead Network & Security,1
2673,Tax and Accounting,1
2674,Driver,1
2678,Proof Reader,1
2679,Content Spec,1
2680,"Designation - Compliance Officer, Internal Audit",1
2681,Coordenador Financeiro,1
2684,Lipper Team,1
2687,Contract Paralegal,1
2692,Development Group Leader,1
2693,Finance and Risk (Commodities),1
2704,CLient Trainer,1
2711,Telemarketing Executive,1
2718,Computer,1
2721,SQL Server Database Administrator,1
2723,Bit Basher,1
2734,Planner,1
2735,Applications Support,1
2736,Aprendiz,1
2739,Coordenador De TI,1
2744,Network Administrative,1
2746,Streaming Media Producer,1
2748,Financial & Risk,1
2749,In House Security Officer,1
2751,Online Correspondent,1
2759,Financial Editor,1
2761,IT Services,1
2775,Scientific Editor,1
2779,Information Scientist,1
2781,Sourcing,1
2782,Receptionist,1
2792,Graduate Trainee,1
2794,ASE,1
2795,Reference Attorney II,1
2796,Tax Accountant II,1
2798,Attorney Editor (Contract Position),1
2801,Client Facing,1
2807,Professional,1
2810,Client Training Executive,1
2819,Client Services Executive,1
2822,Broadcast,1
2823,French-speaking Research Assistant,1
2824,Planning,1
2827,Multimedia,1
2829,Ccounting,1
2833,Field Service Representative,1
2836,Data Support Coordinator,1
2838,Bureau Chief,1
2839,Data Center Operator,1
2841,Private,1
2843,Support,1
2844,"Supervisor, Editorial",1
2847,Will Reveal Who I Am,1
2853,Patents,1
2857,Webmaster,1
2863,Junior,1
2870,"Anchor, Reporter",1
2874,Stringer,1
2877,Content Team Leader,1
2891,Operation Controller,1
2892,Junior Economist,1
2901,Editor In Chief,1
2906,ONESOURCE IMPLEMENTATION WORK,1
2909,Creative Services,1
2912,Account Associate,1
2913,Employee (non-management),1
2915,Revenue Generator,1
2920,Company News Correspondent,1
2922,Legal Research Assistant,1
2929,Healthcare Editor,1
2932,Unix Systems Administrator,1
2934,Cashier,1
2953,XBRL,1
2960,Network Controller,1
2961,Television Reporter and Producer,1
2964,Tax Associate,1
2967,Relationship Officer,1
2972,"Lots of Organizational Change, Good Balance, A Bit Bland Overall",1
2977,Analytic Associate,1
2979,ONESOURCE Tax Support,1
2981,"""Independent Contractor""",1
2982,Patents-Associate,1
2986,CE&E,1
2989,Lipper -,1
2993,Freelance Editor,1
2995,Performance Data Associate,1
3000,Webcast Producer,1
3002,Tactical Buyer (Sourcing),1
3003,Client Development Associate,1
3006,Helpdesk Executive,1
3008,Staff Accountant,1
3009,Network Operations,1
3012,Staff Reporter,1
3017,Atlanta Associate,1
3018,Client Support Representative,1
3021,Data & Applications Executive Mumbai,1
3028,Cs&S,1
3034,Reference Staff Attorney II,1
3036,Special Telephone Account Representative,1
3040,Contracts,1
3043,Accounting Clerk,1
3045,Securities Researcher,1
3050, Database Administrator ,1
